profile_id,email,first_name,last_name,timezone,email_consent,email_consent_date,sms_consent,sms_consent_date,is_subscriber,first_order_date,last_onetime_order_date,last_subscription_order_date,orders_count,ltv_usd,engagement_tier,suppressed
AB-10351,sasha.lopez351@example.com,Sasha,Lopez,America/New_York,true,2025-09-13,false,,false,2025-09-15,2025-06-14,,1,39.99,engaged_30,false
AB-10352,gia.fischer352@example.com,Gia,Fischer,America/New_York,true,2025-07-21,false,,false,2025-08-26,2025-10-17,,2,170.82,engaged_30,false
AB-10353,mara.novak353@example.com,Mara,Novak,America/Phoenix,true,2025-12-13,false,,false,2026-01-12,2026-04-14,,1,51.96,unengaged_12m,false
AB-10354,noemi.diaz354@example.com,Noemi,Diaz,America/Chicago,true,2025-03-28,false,,false,2025-05-12,2026-07-28,,2,158.95,unengaged_12m,false
AB-10355,ava.weber355@example.com,Ava,Weber,America/New_York,true,2025-11-28,false,,false,2025-12-21,2025-11-27,,1,48.24,unengaged_12m,false
AB-10356,maya.patel356@example.com,Maya,Patel,America/New_York,true,2025-07-04,false,,false,2025-07-11,2025-01-13,,3,272.92,unengaged_12m,false
AB-10357,amara.patel357@example.com,Amara,Patel,America/Denver,true,2025-05-12,false,,true,2025-06-18,2026-06-07,2026-08-06,15,1256.21,engaged_30,false
AB-10358,chloe.vega358@example.com,Chloe,Vega,America/Los_Angeles,true,2025-03-17,false,,false,2025-04-16,2025-01-28,,3,257.62,unengaged_12m,false
AB-10359,chloe.kim359@example.com,Chloe,Kim,America/New_York,true,2026-03-15,true,2026-04-28,false,2026-04-28,2025-03-02,,1,47.16,engaged_30,false
AB-10360,maya.sato360@example.com,Maya,Sato,America/New_York,true,2026-01-25,false,,false,2026-01-30,2026-03-06,,1,61.49,unengaged_12m,true
AB-10361,sasha.chen361@example.com,Sasha,Chen,America/Los_Angeles,true,2024-08-26,false,,false,2024-09-04,2026-05-28,,1,78.12,unengaged_12m,false
AB-10362,jade.fischer362@example.com,Jade,Fischer,America/New_York,true,2026-03-20,false,,false,2026-05-05,2025-08-18,,3,222.44,engaged_90,false
AB-10363,chloe.nguyen363@example.com,Chloe,Nguyen,America/New_York,true,2024-09-02,true,2024-10-18,false,2024-10-18,2026-08-01,,1,80.97,unengaged_12m,false
AB-10364,iris.ali364@example.com,Iris,Ali,America/New_York,true,2024-09-12,false,,false,2024-10-15,2026-04-16,,1,98.32,engaged_90,false
AB-10365,noemi.patel365@example.com,Noemi,Patel,America/New_York,true,2025-05-02,true,2025-06-25,false,2025-06-25,2025-03-30,,1,71.29,engaged_365,false
AB-10366,kate.kim366@example.com,Kate,Kim,America/New_York,true,2026-02-17,false,,true,2026-04-06,2025-06-28,2026-07-27,13,484.53,engaged_30,false
AB-10367,emma.kim367@example.com,Emma,Kim,America/Chicago,true,2025-03-06,true,2025-04-24,false,2025-04-24,2026-03-06,,2,113.53,unengaged_12m,false
AB-10368,elle.nguyen368@example.com,Elle,Nguyen,America/New_York,true,2025-12-26,false,,true,2026-01-12,2025-07-26,2026-07-12,15,1383.03,engaged_90,false
AB-10369,jade.rivera369@example.com,Jade,Rivera,America/New_York,true,2026-06-08,false,,true,2026-07-07,2025-06-20,2026-08-07,15,1144.72,engaged_30,false
AB-10370,iris.fischer370@example.com,Iris,Fischer,America/New_York,true,2025-08-06,false,,false,2025-09-08,2026-07-10,,2,107.81,engaged_90,false
AB-10371,noemi.lopez371@example.com,Noemi,Lopez,America/New_York,true,2024-12-27,false,,false,2025-01-01,2025-07-24,,1,102.35,unengaged_12m,false
AB-10372,ava.osei372@example.com,Ava,Osei,America/Los_Angeles,true,2026-04-29,false,,false,2026-06-01,2025-08-23,,1,43.65,unengaged_12m,false
AB-10373,kate.fischer373@example.com,Kate,Fischer,America/New_York,true,2024-08-25,false,,false,2024-10-20,2026-02-06,,3,147.75,engaged_30,false
AB-10374,june.chen374@example.com,June,Chen,America/Los_Angeles,true,2024-11-19,false,,false,2024-12-28,2026-05-02,,1,47.8,engaged_30,false
AB-10375,june.diaz375@example.com,June,Diaz,America/Los_Angeles,true,2024-08-20,false,,false,2024-08-25,2026-05-31,,2,114.84,engaged_30,false
AB-10376,jade.diaz376@example.com,Jade,Diaz,America/Chicago,true,2025-08-19,true,2025-09-03,false,2025-09-03,2026-02-19,,2,150.8,unengaged_12m,false
AB-10377,nora.lopez377@example.com,Nora,Lopez,America/Denver,true,2025-09-03,false,,false,2025-10-03,2025-09-05,,4,324.17,engaged_30,false
AB-10378,dana.ali378@example.com,Dana,Ali,America/New_York,true,2024-11-16,false,,false,2024-12-26,2026-03-20,,1,57.46,engaged_90,false
AB-10379,chloe.moreau379@example.com,Chloe,Moreau,America/Los_Angeles,true,2026-03-11,false,,false,2026-04-27,2024-12-23,,4,224.41,unengaged_12m,false
AB-10380,wren.braun380@example.com,Wren,Braun,America/New_York,true,2025-09-08,false,,true,2025-10-20,2025-05-14,2026-07-26,13,407.9,engaged_90,false
AB-10381,ruby.novak381@example.com,Ruby,Novak,America/Chicago,true,2025-04-21,false,,false,2025-06-02,2025-12-09,,1,67.42,engaged_30,false
AB-10382,sasha.haddad382@example.com,Sasha,Haddad,America/Los_Angeles,true,2026-01-27,false,,false,2026-01-31,2025-04-02,,1,87.06,unengaged_12m,false
AB-10383,maya.lopez383@example.com,Maya,Lopez,America/Los_Angeles,true,2025-09-03,false,,false,2025-10-16,2026-01-11,,1,53.63,engaged_30,false
AB-10384,iris.weber384@example.com,Iris,Weber,America/Chicago,true,2026-04-17,false,,false,2026-05-27,2025-11-03,,1,57.0,unengaged_12m,false
AB-10385,lena.braun385@example.com,Lena,Braun,America/Chicago,true,2024-08-09,false,,false,2024-09-12,2026-05-23,,1,55.25,engaged_365,false
AB-10386,tessa.lopez386@example.com,Tessa,Lopez,America/Chicago,true,2025-06-04,false,,false,2025-07-25,2026-03-21,,1,37.65,engaged_365,false
AB-10387,nora.okafor387@example.com,Nora,Okafor,America/Chicago,true,2026-01-04,false,,false,2026-02-10,2026-04-11,,1,64.75,engaged_90,false
AB-10388,cora.nguyen388@example.com,Cora,Nguyen,America/Denver,true,2025-02-19,true,2025-03-10,false,2025-03-10,2025-12-04,,1,40.13,engaged_90,false
AB-10389,june.braun389@example.com,June,Braun,America/New_York,true,2026-04-25,false,,false,2026-06-03,2026-02-21,,4,191.87,engaged_30,false
AB-10390,isla.fischer390@example.com,Isla,Fischer,America/Los_Angeles,true,2024-12-10,false,,false,2024-12-13,2026-01-01,,2,165.97,unengaged_12m,false
AB-10391,priya.diaz391@example.com,Priya,Diaz,America/New_York,true,2024-09-09,false,,false,2024-11-05,2026-02-05,,1,41.92,engaged_365,false
AB-10392,amara.moreau392@example.com,Amara,Moreau,America/New_York,true,2025-03-15,false,,false,2025-04-05,2026-07-25,,1,77.93,engaged_30,false
AB-10393,amara.sato393@example.com,Amara,Sato,America/Los_Angeles,true,2025-12-10,false,,false,2026-01-13,2025-02-12,,1,69.36,unengaged_12m,true
AB-10394,emma.okafor394@example.com,Emma,Okafor,America/Chicago,true,2024-09-15,false,,false,2024-11-03,2025-06-06,,1,104.41,unengaged_12m,false
AB-10395,maya.fischer395@example.com,Maya,Fischer,America/New_York,true,2025-03-07,true,2025-03-07,false,2025-03-07,2024-12-29,,3,186.96,engaged_90,false
AB-10396,olivia.moreau396@example.com,Olivia,Moreau,America/Chicago,true,2026-03-20,false,,false,2026-04-19,2026-08-03,,1,75.19,engaged_30,false
AB-10397,emma.fischer397@example.com,Emma,Fischer,America/New_York,true,2025-07-26,false,,false,2025-08-24,2025-05-31,,1,49.1,engaged_30,false
AB-10398,lena.moreau398@example.com,Lena,Moreau,America/Los_Angeles,true,2025-06-02,false,,false,2025-07-04,2025-01-22,,2,160.19,engaged_30,false
AB-10399,priya.haddad399@example.com,Priya,Haddad,America/New_York,true,2025-08-31,false,,false,2025-10-27,2025-06-29,,9,549.6,unengaged_12m,true
AB-10400,mara.silva400@example.com,Mara,Silva,America/Los_Angeles,true,2025-12-30,false,,false,2026-01-29,2026-06-18,,1,30.43,unengaged_12m,false
AB-10401,kate.rivera401@example.com,Kate,Rivera,America/Los_Angeles,true,2025-02-10,false,,false,2025-03-18,2026-06-06,,5,301.72,engaged_90,false
AB-10402,iris.okafor402@example.com,Iris,Okafor,America/Chicago,true,2025-04-13,false,,false,2025-05-29,2026-02-12,,2,67.72,engaged_365,false
AB-10403,dana.rivera403@example.com,Dana,Rivera,America/New_York,true,2025-01-08,false,,false,2025-01-29,2025-03-06,,1,58.26,engaged_30,false
AB-10404,nora.vega404@example.com,Nora,Vega,America/New_York,true,2025-10-16,false,,true,2025-11-11,2025-11-18,2026-07-15,8,594.91,engaged_90,false
AB-10405,amara.rivera405@example.com,Amara,Rivera,America/Los_Angeles,true,2026-03-21,false,,true,2026-04-12,2026-02-18,2026-07-23,13,903.59,engaged_30,false
AB-10406,chloe.ali406@example.com,Chloe,Ali,America/Los_Angeles,true,2025-08-29,false,,false,2025-10-19,2025-08-27,,1,39.0,engaged_365,false
AB-10407,amara.moreau407@example.com,Amara,Moreau,America/Los_Angeles,true,2024-11-14,false,,false,2024-12-02,2025-07-20,,1,61.1,engaged_90,false
AB-10408,wren.lopez408@example.com,Wren,Lopez,America/Los_Angeles,true,2025-03-13,true,2025-03-31,false,2025-03-31,2025-11-19,,2,181.03,engaged_365,false
AB-10409,kate.lopez409@example.com,Kate,Lopez,America/Denver,true,2025-08-14,true,2025-08-24,false,2025-08-24,2025-02-08,,1,40.31,engaged_90,false
AB-10410,lena.lopez410@example.com,Lena,Lopez,America/New_York,true,2025-07-26,false,,false,2025-07-28,2024-12-31,,1,80.61,engaged_90,false
AB-10411,gia.kim411@example.com,Gia,Kim,America/Chicago,true,2025-09-25,false,,false,2025-11-08,2026-01-15,,4,213.77,engaged_30,false
AB-10412,sasha.rossi412@example.com,Sasha,Rossi,America/New_York,true,2026-02-24,false,,true,2026-04-24,2025-12-05,2026-07-10,16,958.83,unengaged_12m,true
AB-10413,priya.braun413@example.com,Priya,Braun,America/Los_Angeles,true,2024-12-29,false,,false,2025-02-05,2024-12-28,,1,62.1,engaged_30,false
AB-10414,amara.sato414@example.com,Amara,Sato,America/Chicago,true,2024-12-29,false,,false,2025-02-14,2026-04-09,,1,81.9,engaged_90,false
AB-10415,dana.nguyen415@example.com,Dana,Nguyen,America/Denver,true,2025-11-21,false,,true,2025-12-10,2026-03-10,2026-07-24,6,228.37,engaged_90,false
AB-10416,nora.moreau416@example.com,Nora,Moreau,America/Chicago,true,2025-05-19,false,,false,2025-07-04,2025-06-26,,1,45.34,unengaged_12m,false
AB-10417,isla.braun417@example.com,Isla,Braun,America/New_York,true,2025-10-02,false,,false,2025-11-21,2025-01-19,,3,211.88,unengaged_12m,false
AB-10418,tessa.kim418@example.com,Tessa,Kim,America/New_York,true,2026-01-05,false,,false,2026-02-10,2025-02-27,,1,80.8,engaged_30,false
AB-10419,jade.diaz419@example.com,Jade,Diaz,America/New_York,true,2024-11-23,true,2024-12-09,false,2024-12-09,2026-02-24,,1,63.15,engaged_30,false
AB-10420,lena.diaz420@example.com,Lena,Diaz,America/Los_Angeles,true,2025-08-02,false,,true,2025-08-05,2025-11-15,2026-08-08,10,250,engaged_30,false
AB-10421,mara.vega421@example.com,Mara,Vega,America/New_York,true,2024-08-08,false,,false,2024-09-17,2025-09-12,,1,46.56,unengaged_12m,false
AB-10422,priya.ali422@example.com,Priya,Ali,America/Los_Angeles,true,2025-08-24,false,,false,2025-09-23,2025-06-05,,1,96.9,unengaged_12m,false
AB-10423,june.weber423@example.com,June,Weber,America/Los_Angeles,true,2025-12-23,false,,true,2026-01-29,2025-06-15,2026-07-22,10,522.38,unengaged_12m,false
AB-10424,kate.weber424@example.com,Kate,Weber,America/New_York,true,2025-06-27,false,,false,2025-07-07,2026-07-18,,3,127.44,engaged_30,false
AB-10425,nora.moreau425@example.com,Nora,Moreau,America/Los_Angeles,true,2026-03-18,true,2026-04-23,false,2026-04-23,2026-05-05,,1,59.42,engaged_90,false
AB-10426,priya.osei426@example.com,Priya,Osei,America/New_York,true,2025-01-20,false,,false,2025-01-23,2025-07-07,,3,222.5,engaged_30,false
AB-10427,nora.patel427@example.com,Nora,Patel,America/New_York,true,2024-12-09,false,,false,2025-01-20,2025-08-10,,4,276.07,engaged_30,false
AB-10428,jade.diaz428@example.com,Jade,Diaz,America/Chicago,true,2025-09-20,false,,false,2025-10-08,2025-04-30,,1,90.97,engaged_365,false
AB-10429,kate.braun429@example.com,Kate,Braun,America/New_York,true,2024-11-23,false,,false,2025-01-13,2025-02-04,,1,94.91,engaged_90,false
AB-10430,sofia.ali430@example.com,Sofia,Ali,America/New_York,true,2025-12-19,false,,false,2026-02-04,2025-04-17,,1,95.09,unengaged_12m,false
AB-10431,elle.diaz431@example.com,Elle,Diaz,America/Los_Angeles,true,2026-05-26,false,,false,2026-07-04,2026-08-03,,3,186.06,unengaged_12m,false
AB-10432,chloe.sato432@example.com,Chloe,Sato,America/Los_Angeles,true,2025-10-30,true,2025-10-31,false,2025-10-31,2025-11-14,,1,60.55,engaged_90,false
AB-10433,kate.lopez433@example.com,Kate,Lopez,America/Chicago,true,2024-10-06,false,,false,2024-10-24,2025-02-12,,3,132.51,unengaged_12m,false
AB-10434,cora.kim434@example.com,Cora,Kim,America/Los_Angeles,true,2025-08-20,true,2025-09-20,false,2025-09-20,2025-09-16,,1,43.01,unengaged_12m,false
AB-10435,maya.osei435@example.com,Maya,Osei,America/New_York,true,2025-09-23,true,2025-09-28,false,2025-09-28,2025-12-15,,1,67.47,unengaged_12m,false
AB-10436,ava.diaz436@example.com,Ava,Diaz,America/New_York,true,2025-02-10,true,2025-02-18,false,2025-02-18,2026-03-14,,13,402.43,engaged_90,false
AB-10437,wren.weber437@example.com,Wren,Weber,America/New_York,true,2025-11-27,false,,false,2025-12-29,2025-07-16,,4,276.84,engaged_30,false
AB-10438,emma.lopez438@example.com,Emma,Lopez,America/New_York,true,2025-10-29,false,,false,2025-11-02,2026-01-09,,2,163.13,unengaged_12m,false
AB-10439,mara.patel439@example.com,Mara,Patel,America/Los_Angeles,true,2026-04-07,false,,false,2026-05-31,2026-04-07,,3,198.54,engaged_365,false
AB-10440,kate.patel440@example.com,Kate,Patel,America/New_York,true,2024-07-11,false,,false,2024-08-30,2026-02-20,,1,81.33,engaged_90,false
AB-10441,june.silva441@example.com,June,Silva,America/New_York,true,2026-05-14,false,,false,2026-05-31,2026-03-05,,1,78.6,unengaged_12m,false
AB-10442,sofia.lopez442@example.com,Sofia,Lopez,America/New_York,true,2024-10-02,false,,true,2024-10-18,2026-04-10,2026-08-03,15,1165.28,engaged_30,false
AB-10443,jade.osei443@example.com,Jade,Osei,America/Los_Angeles,true,2025-04-12,false,,false,2025-04-20,2025-07-20,,2,136.43,engaged_30,false
AB-10444,olivia.moreau444@example.com,Olivia,Moreau,America/Los_Angeles,true,2025-03-13,false,,false,2025-04-21,2025-01-31,,1,41.86,engaged_365,false
AB-10445,gia.ali445@example.com,Gia,Ali,America/New_York,true,2024-12-06,false,,false,2024-12-23,2025-05-07,,1,56.46,engaged_365,false
AB-10446,lena.osei446@example.com,Lena,Osei,America/New_York,true,2024-09-11,false,,true,2024-09-28,2025-12-31,2026-07-25,7,563.91,engaged_365,false
AB-10447,mara.osei447@example.com,Mara,Osei,America/Los_Angeles,true,2024-12-27,false,,false,2025-02-19,2025-10-25,,3,135.61,engaged_30,false
AB-10448,kate.nguyen448@example.com,Kate,Nguyen,America/New_York,true,2026-04-20,false,,false,2026-05-06,2026-04-23,,1,72.44,engaged_30,false
AB-10449,emma.chen449@example.com,Emma,Chen,America/Chicago,true,2024-09-08,false,,false,2024-09-08,2026-06-21,,1,57.7,unengaged_12m,false
AB-10450,sasha.okafor450@example.com,Sasha,Okafor,America/New_York,true,2024-07-25,false,,false,2024-09-10,2025-01-16,,1,67.66,unengaged_12m,true
AB-10451,cora.rossi451@example.com,Cora,Rossi,America/Los_Angeles,true,2024-10-13,false,,true,2024-10-20,2026-02-23,2026-08-05,5,286.54,unengaged_12m,false
AB-10452,emma.silva452@example.com,Emma,Silva,America/Denver,true,2025-11-23,false,,false,2025-12-31,2025-01-16,,1,49.08,unengaged_12m,false
AB-10453,emma.braun453@example.com,Emma,Braun,America/New_York,true,2024-08-20,false,,false,2024-08-31,2026-02-07,,1,42.5,engaged_30,false
AB-10454,amara.nguyen454@example.com,Amara,Nguyen,America/Denver,true,2024-09-09,false,,false,2024-11-06,2025-07-26,,1,52.61,unengaged_12m,false
AB-10455,kate.sato455@example.com,Kate,Sato,America/Los_Angeles,true,2025-10-03,false,,false,2025-11-09,2025-01-24,,1,74.54,engaged_30,false
AB-10456,lena.rossi456@example.com,Lena,Rossi,America/Los_Angeles,true,2025-04-16,false,,false,2025-06-02,2026-03-25,,1,76.38,engaged_30,false
AB-10457,ruby.rivera457@example.com,Ruby,Rivera,America/New_York,true,2025-08-16,false,,false,2025-08-25,2025-11-01,,1,65.18,unengaged_12m,false
AB-10458,amara.osei458@example.com,Amara,Osei,America/Chicago,true,2026-02-25,false,,false,2026-04-08,2024-12-22,,1,55.95,engaged_90,false
AB-10459,lena.patel459@example.com,Lena,Patel,America/New_York,true,2025-11-05,false,,false,2025-12-03,2026-02-14,,2,139.48,unengaged_12m,false
AB-10460,elle.braun460@example.com,Elle,Braun,America/Los_Angeles,true,2024-09-01,false,,true,2024-09-24,2025-11-12,2026-07-13,14,545.37,engaged_90,false
AB-10461,emma.lopez461@example.com,Emma,Lopez,America/Los_Angeles,true,2026-05-12,false,,false,2026-07-02,2025-02-20,,2,166.45,unengaged_12m,true
AB-10462,noemi.braun462@example.com,Noemi,Braun,America/New_York,true,2025-11-18,false,,false,2025-11-29,2024-12-29,,1,33.36,unengaged_12m,false
AB-10463,nora.sato463@example.com,Nora,Sato,America/New_York,true,2026-02-12,false,,false,2026-02-28,2026-06-21,,1,25,engaged_365,false
AB-10464,lena.okafor464@example.com,Lena,Okafor,America/New_York,true,2026-01-11,false,,false,2026-03-02,2025-01-02,,3,150.37,engaged_90,false
AB-10465,sasha.fischer465@example.com,Sasha,Fischer,America/New_York,true,2025-03-16,false,,true,2025-04-29,2025-11-09,2026-07-14,14,888.02,engaged_90,false
AB-10466,chloe.nguyen466@example.com,Chloe,Nguyen,America/New_York,true,2025-08-20,true,2025-09-04,false,2025-09-04,2025-05-16,,1,42.4,unengaged_12m,false
AB-10467,nora.kim467@example.com,Nora,Kim,America/Denver,true,2026-03-17,false,,false,2026-04-17,2026-03-12,,1,89.07,engaged_30,false
AB-10468,ruby.rivera468@example.com,Ruby,Rivera,America/New_York,true,2025-08-24,false,,false,2025-09-04,2026-01-14,,1,74.2,engaged_365,false
AB-10469,wren.moreau469@example.com,Wren,Moreau,America/Chicago,true,2025-12-30,true,2026-02-19,false,2026-02-19,2025-02-17,,2,127.51,unengaged_12m,false
AB-10470,isla.chen470@example.com,Isla,Chen,America/New_York,true,2024-09-16,false,,false,2024-10-19,2025-11-06,,1,25,engaged_30,false
AB-10471,mara.rossi471@example.com,Mara,Rossi,America/Los_Angeles,true,2024-07-24,false,,true,2024-09-17,2026-01-03,2026-08-03,11,786.2,engaged_365,false
AB-10472,sasha.osei472@example.com,Sasha,Osei,America/New_York,true,2025-03-30,false,,false,2025-04-01,2025-03-27,,1,60.8,unengaged_12m,false
AB-10473,isla.rivera473@example.com,Isla,Rivera,America/New_York,true,2024-09-20,false,,false,2024-10-11,2025-11-01,,1,57.01,unengaged_12m,false
AB-10474,kate.moreau474@example.com,Kate,Moreau,America/Los_Angeles,true,2026-06-08,false,,false,2026-06-13,2025-07-04,,6,445.31,engaged_90,false
AB-10475,sofia.weber475@example.com,Sofia,Weber,America/Chicago,true,2024-10-02,false,,false,2024-10-11,2025-01-01,,2,115.91,engaged_90,false
AB-10476,ruby.vega476@example.com,Ruby,Vega,America/New_York,true,2025-11-06,false,,false,2025-12-14,2026-03-22,,2,76.28,engaged_30,false
AB-10477,elle.fischer477@example.com,Elle,Fischer,America/Los_Angeles,true,2025-12-18,false,,false,2026-02-15,2026-03-02,,2,97.36,engaged_365,false
AB-10478,noemi.osei478@example.com,Noemi,Osei,America/Los_Angeles,true,2025-07-01,false,,true,2025-08-22,2026-01-09,2026-07-14,10,576.01,engaged_90,false
AB-10479,kate.moreau479@example.com,Kate,Moreau,America/New_York,true,2026-02-20,false,,false,2026-03-01,2025-11-10,,1,31.66,unengaged_12m,false
AB-10480,sasha.lopez480@example.com,Sasha,Lopez,America/Chicago,true,2026-04-25,false,,false,2026-06-17,2025-04-17,,1,54.24,engaged_365,false
AB-10481,iris.haddad481@example.com,Iris,Haddad,America/Los_Angeles,true,2026-01-23,false,,false,2026-02-23,2025-06-18,,1,43.05,engaged_30,false
AB-10482,ava.moreau482@example.com,Ava,Moreau,America/Los_Angeles,true,2024-07-08,false,,false,2024-08-25,2025-03-27,,9,560.93,engaged_30,false
AB-10483,dana.lopez483@example.com,Dana,Lopez,America/New_York,true,2024-10-03,false,,false,2024-10-29,2025-09-24,,2,110.7,engaged_90,false
AB-10484,gia.braun484@example.com,Gia,Braun,America/Chicago,true,2026-04-16,false,,false,2026-06-04,2025-12-02,,1,29.83,engaged_30,false
AB-10485,tessa.chen485@example.com,Tessa,Chen,America/Chicago,true,2024-09-12,false,,false,2024-10-06,2025-05-17,,7,504.66,engaged_365,false
AB-10486,ruby.patel486@example.com,Ruby,Patel,America/Chicago,true,2024-10-09,true,2024-10-24,false,2024-10-24,2025-05-05,,5,238.27,engaged_365,false
AB-10487,amara.silva487@example.com,Amara,Silva,America/New_York,true,2024-11-19,true,2024-12-31,false,2024-12-31,2025-05-06,,1,25.8,engaged_90,false
AB-10488,dana.braun488@example.com,Dana,Braun,America/Los_Angeles,true,2025-03-07,false,,false,2025-04-04,2026-04-06,,1,50.32,unengaged_12m,true
AB-10489,elle.ali489@example.com,Elle,Ali,America/Chicago,true,2025-04-30,false,,true,2025-06-15,2026-05-22,2026-07-16,14,1193.68,unengaged_12m,false
AB-10490,jade.braun490@example.com,Jade,Braun,America/Los_Angeles,true,2025-12-19,false,,false,2026-01-28,2025-09-28,,4,297.1,engaged_90,false
AB-10491,dana.patel491@example.com,Dana,Patel,America/Chicago,true,2026-02-19,false,,true,2026-03-01,2025-10-02,2026-07-11,11,963.74,engaged_30,false
AB-10492,noemi.rivera492@example.com,Noemi,Rivera,America/Chicago,true,2025-11-20,false,,false,2025-12-03,2026-08-04,,1,43.72,engaged_30,false
AB-10493,noemi.moreau493@example.com,Noemi,Moreau,America/Chicago,true,2025-11-07,true,2025-12-13,false,2025-12-13,2025-08-18,,1,64.81,engaged_30,false
AB-10494,maya.braun494@example.com,Maya,Braun,America/Los_Angeles,true,2026-02-28,false,,false,2026-04-15,2025-01-01,,1,52.22,unengaged_12m,false
AB-10495,isla.ali495@example.com,Isla,Ali,America/Los_Angeles,true,2026-04-15,false,,false,2026-06-07,2025-07-29,,1,67.62,engaged_90,false
AB-10496,sofia.sato496@example.com,Sofia,Sato,America/Los_Angeles,true,2025-02-24,true,2025-03-18,true,2025-03-18,2025-08-04,2026-07-27,9,478.07,engaged_30,false
AB-10497,june.fischer497@example.com,June,Fischer,America/Phoenix,true,2024-10-29,false,,false,2024-11-01,2025-09-20,,5,391.73,unengaged_12m,false
AB-10498,june.vega498@example.com,June,Vega,America/New_York,true,2024-11-03,false,,false,2024-12-14,2025-12-15,,1,59.25,unengaged_12m,false
AB-10499,chloe.rivera499@example.com,Chloe,Rivera,America/New_York,true,2026-02-27,false,,false,2026-03-15,2025-06-12,,2,82.11,engaged_30,false
